467,2020,584,4,151,118,584,124
467,2021,560,2,141,87,560,156
467,2022,562,9,146,94,562,134
470,2017,819,2,180,158,819,101
470,2018,895,0,189,170,895,118
470,2019,967,2,203,188,967,105
470,2020,1011,0,212,190,1011,103
470,2021,1076,0,254,224,1076,124
470,2022,1094,2,262,228,1094,115
477,2017,483,2,70,53,483,367
477,2018,476,6,64,45,476,382
477,2019,512,14,70,30,512,430
477,2020,520,10,96,55,520,450
477,2021,494,2,66,33,494,434
477,2022,559,11,73,34,559,503
492,2017,1391,2,357,338,1391,157
492,2018,1398,1,336,311,1398,157
492,2019,1394,1,344,319,1394,145
492,2020,1392,0,338,308,1392,124
492,2021,1367,0,376,342,1367,149
492,2022,1315,0,324,294,1315,152
509,2017,1083,12,281,224,1083,228
509,2018,1037,4,255,223,1037,194
509,2019,1034,4,265,209,1034,178
509,2020,1014,1,238,198,1014,160
509,2021,1025,3,251,204,1025,192
509,2022,992,1,274,217,992,244
513,2017,583,4,151,118,583,143
513,2018,570,4,160,122,570,162
513,2019,565,6,130,88,565,153
513,2020,567,3,115,72,567,137
513,2021,604,5,145,101,604,191
513,2022,591,5,157,97,591,161
523,2017,889,6,219,187,889,144
523,2018,889,8,206,173,889,174
523,2019,923,2,229,191,923,181
523,2020,917,2,221,175,917,188
523,2021,953,6,218,156,953,201
523,2022,941,4,231,156,941,193
536,2017,1031,15,242,184,1031,543
536,2018,1012,22,246,186,1012,567
536,2019,959,18,252,171,959,506
536,2020,956,15,243,156,956,514
536,2021,896,19,220,134,896,481
536,2022,911,25,200,123,911,478
594,2017,607,1,147,127,607,157
594,2018,605,0,160,133,605,164
594,2019,575,1,142,121,575,157
594,2020,582,1,113,88,582,136
594,2021,556,0,142,117,556,105
594,2022,543,0,149,102,543,132
640,2017,692,4,182,137,692,136
640,2018,672,7,169,136,672,152
640,2019,685,2,180,144,685,151
640,2020,694,1,145,92,694,136
640,2021,685,6,162,105,685,165
640,2022,682,3,184,121,682,173
649,2017,477,16,115,57,477,351
649,2018,458,19,81,40,458,328
649,2019,480,17,103,65,480,353
649,2020,458,14,95,47,458,339
649,2021,476,21,113,51,476,332
649,2022,473,10,96,38,473,353
675,2017,638,5,165,126,638,182
675,2018,619,0,153,112,619,212
675,2019,606,8,154,113,606,184
675,2020,597,4,139,84,597,176
675,2021,622,2,149,97,622,212
675,2022,603,10,142,87,603,174
695,2017,437,5,90,64,437,247
695,2018,424,6,105,59,424,235
695,2019,417,8,98,62,417,270
695,2020,419,6,105,61,419,282
695,2021,389,12,83,44,389,253
695,2022,388,6,97,59,388,261
700,2017,492,3,118,92,492,160
700,2018,478,12,102,68,478,198
700,2019,473,9,123,69,473,190
700,2020,444,5,119,81,444,180
700,2021,427,2,101,67,427,182
700,2022,464,4,109,73,464,174
714,2017,372,1,98,78,372,108
714,2018,346,4,89,66,346,103
714,2019,344,1,70,50,344,116
714,2020,328,0,85,57,328,75
714,2021,320,0,71,46,320,101
714,2022,317,1,84,43,317,107
719,2017,342,1,61,34,390,163
719,2018,318,2,56,32,372,154
719,2019,317,1,52,33,361,141
719,2020,310,2,56,32,365,129
719,2021,311,2,51,22,368,113
719,2022,315,1,48,37,358,145
726,2017,624,13,155,76,624,240
726,2018,599,13,146,74,599,237
726,2019,572,8,137,67,572,195
726,2020,599,9,147,62,599,280
726,2021,572,7,141,71,572,277
726,2022,559,4,137,55,559,245
732,2017,596,9,111,67,596,273
732,2018,582,11,114,66,582,241
732,2019,547,3,115,68,547,242
732,2020,536,1,110,74,536,221
732,2021,515,1,98,49,515,204
732,2022,517,3,92,41,517,212
753,2017,299,10,80,38,299,160
753,2018,274,8,74,37,274,154
753,2019,262,2,65,23,262,156
753,2020,258,2,70,29,258,170
753,2021,271,1,61,29,271,172
753,2022,291,1,77,29,291,186
777,2017,929,12,202,158,929,337
777,2018,940,10,242,174,940,348
777,2019,885,17,196,139,885,330
777,2020,848,6,213,160,848,288
777,2021,816,26,196,132,816,270
777,2022,809,19,171,109,809,244
788,2017,1354,22,316,227,1354,399
788,2018,1327,23,327,233,1327,363
788,2019,1306,23,288,211,1306,322
788,2020,1303,10,323,205,1303,338
788,2021,1292,7,327,194,1292,378
788,2022,1264,4,344,226,1264,368
802,2017,1315,12,283,180,1315,519
802,2018,1372,16,327,230,1372,520
802,2019,1401,15,326,228,1401,575
802,2020,1447,14,300,202,1447,626
802,2021,1472,10,354,205,1472,652
802,2022,1483,2,338,199,1483,634
808,2017,708,6,166,106,708,275
808,2018,690,9,169,102,690,271
808,2019,698,5,164,118,698,295
808,2020,682,7,177,112,682,282
808,2021,676,8,149,81,676,299
808,2022,687,3,167,97,687,258
816,2017,444,7,104,75,444,112
816,2018,442,3,113,77,442,134
816,2019,451,4,108,77,451,146
816,2020,444,10,101,66,444,136
816,2021,451,11,96,59,451,129
816,2022,463,8,122,69,463,144
820,2017,435,9,63,48,436,194
820,2018,488,10,81,65,488,241
820,2019,493,8,61,41,493,256
820,2020,487,11,67,45,487,262
820,2021,508,6,50,20,508,292
820,2022,547,10,76,49,547,297
864,2017,623,6,145,116,623,188
864,2018,604,8,144,110,604,191
864,2019,606,3,137,115,606,170
864,2020,625,4,143,99,625,181
864,2021,643,3,130,91,643,195
864,2022,688,3,179,120,688,213
873,2017,1078,15,251,195,1078,321
873,2018,1053,16,266,191,1053,314
873,2019,1091,12,267,197,1091,329
873,2020,1036,9,259,194,1036,305
873,2021,1008,4,238,184,1008,243
873,2022,1035,7,248,180,1035,300
887,2017,960,0,163,138,960,379
887,2018,949,0,166,134,949,324
887,2019,913,3,145,128,913,313
887,2020,904,6,158,128,904,322
887,2021,892,6,161,116,892,328
887,2022,874,4,145,127,874,316
913,2017,1774,65,550,325,1774,1013
913,2018,1684,68,533,302,1684,961
913,2019,1678,59,492,284,1678,948
913,2020,1663,59,482,271,1663,933
913,2021,2208,59,502,261,2208,1237
913,2022,2224,94,452,236,2224,1250
917,2017,390,5,103,75,390,151
917,2018,391,4,85,58,391,158
917,2019,386,5,93,62,386,136
917,2020,388,2,100,61,388,141
917,2021,392,3,95,68,392,147
917,2022,395,5,83,59,395,147
921,2017,406,0,71,43,406,217
921,2018,398,1,53,0,398,215
921,2019,401,0,80,35,401,223
921,2020,401,0,61,28,401,242
921,2021,402,1,76,33,402,246
921,2022,392,0,76,31,392,202
941,2017,558,1,141,79,558,199
941,2018,557,6,138,88,557,194
941,2019,549,3,131,81,549,208
941,2020,569,3,140,73,569,228
941,2021,561,5,114,66,561,217
941,2022,575,2,149,71,575,222
949,2017,546,13,121,75,546,242
949,2018,553,16,131,83,553,242
949,2019,538,6,134,73,538,222
949,2020,561,3,127,85,561,253
949,2021,550,7,132,82,550,249
949,2022,549,7,125,65,549,250
951,2017,214,0,35,17,214,93
951,2018,232,0,29,13,232,93
951,2019,242,2,34,18,242,103
951,2020,232,1,33,16,232,96
951,2021,238,0,43,19,238,81
951,2022,230,0,31,19,230,104
958,2017,628,6,157,77,628,254
958,2018,607,17,151,80,607,244
958,2019,629,18,140,77,629,281
958,2020,647,4,147,70,647,236
958,2021,667,15,144,77,667,231
958,2022,668,13,160,81,668,280
964,2017,405,4,76,43,405,197
964,2018,384,4,75,37,384,206
964,2019,364,1,63,30,364,210
964,2020,366,3,56,34,366,220
964,2021,354,3,45,25,354,168
964,2022,354,1,59,29,354,165
965,2017,483,6,58,43,483,260
965,2018,491,8,62,36,491,280
965,2019,489,5,75,51,489,259
965,2020,480,2,65,42,480,222
965,2021,475,9,71,44,475,241
965,2022,472,8,64,34,472,219
988,2017,411,4,53,30,411,152
988,2018,437,4,69,40,437,142
988,2019,434,8,56,21,434,204
988,2020,439,2,78,30,439,222
988,2021,408,0,65,31,408,210
988,2022,417,1,64,33,417,129
1000,2017,642,14,74,31,642,312
1000,2018,652,13,97,57,652,315
1000,2019,625,20,97,52,625,295
1000,2020,650,7,100,57,650,285
1000,2021,632,6,93,53,632,284
1000,2022,628,11,88,43,628,313
1005,2017,593,3,83,46,593,288
1005,2018,589,8,88,50,589,278
1005,2019,588,6,83,37,588,276
1005,2020,618,5,85,48,618,286
1005,2021,613,7,84,35,613,259
1005,2022,604,5,88,33,604,254
1014,2017,405,4,72,56,405,306
1014,2018,277,5,64,48,277,200
1014,2019,271,2,59,39,271,190
1014,2020,291,1,50,34,291,201
1014,2021,321,4,54,25,321,218
1014,2022,341,6,69,37,341,226
1029,2017,1579,32,324,231,1579,955
1029,2018,1595,36,370,215,1595,839
1029,2019,1622,29,348,86,1622,1015
1029,2020,1582,26,375,206,1582,993
1029,2021,1620,50,323,179,1620,987
1029,2022,1666,39,391,215,1666,963
1030,2017,1445,3,353,222,1445,594
1030,2018,1396,1,298,214,1396,585
1030,2019,1424,1,337,215,1424,590
1030,2020,1459,1,341,188,1459,614
1030,2021,1465,0,294,161,1465,636
1030,2022,1461,0,325,166,1461,560
1040,2017,1774,18,431,360,1774,616
1040,2018,1736,14,408,326,1736,609
1040,2019,1787,19,439,349,1787,650
1040,2020,1770,10,389,301,1770,667
1040,2021,1845,23,405,292,1845,694
1040,2022,1814,23,456,316,1814,663
1043,2017,1439,3,449,402,1439,174
1043,2018,1482,4,477,434,1482,210
1043,2019,1466,5,472,400,1466,211
1043,2020,1503,8,488,420,1503,222
1043,2021,1491,6,462,393,1491,193
1043,2022,1507,12,493,414,1507,246
1084,2017,534,0,146,141,534,43
1084,2018,520,5,128,123,520,54
1084,2019,509,3,136,126,509,38
1084,2020,487,1,100,95,487,41
1084,2021,499,2,133,124,499,47
1084,2022,468,4,119,108,468,51
1094,2017,589,8,133,98,589,104
1094,2018,598,7,139,109,598,95
1094,2019,589,7,150,127,589,118
1094,2020,551,6,141,114,551,120
1094,2021,496,14,143,101,496,82
1094,2022,458,6,113,91,458,77
1100,2017,2327,5,584,483,2327,464
1100,2018,2355,14,562,454,2355,548
1100,2019,2332,9,589,485,2332,525
1100,2020,2338,2,521,368,2338,468
1100,2021,2370,4,621,459,2370,553
1100,2022,2342,4,556,425,2342,557
1128,2017,1660,15,405,300,1660,427
1128,2018,1661,15,381,296,1661,432
1128,2019,1670,13,391,303,1670,531
1128,2020,1703,9,416,302,1703,479
1128,2021,1682,17,411,289,1682,543
1128,2022,1699,16,415,274,1699,508
1154,2017,720,4,127,80,720,292
1154,2018,688,2,135,78,688,303
1154,2019,648,1,118,68,648,308
1154,2020,619,1,82,55,619,270
1154,2021,655,3,75,41,655,277
1154,2022,640,1,103,50,640,204
1159,2017,1059,1,258,232,1059,32
1159,2018,1087,2,278,241,1087,80
1159,2019,1030,3,234,199,1030,39
1159,2020,1038,5,245,218,1038,29
1159,2021,1033,4,262,214,1033,48
1159,2022,1051,2,252,203,1051,33
1164,2017,666,4,123,69,666,314
1164,2018,606,1,96,50,606,252
1164,2019,602,5,100,67,602,270
1164,2020,565,4,84,51,565,244
1164,2021,566,3,99,62,566,258
1164,2022,577,2,103,54,577,279
1172,2017,688,6,181,146,688,221
1172,2018,653,10,138,90,653,191
1172,2019,657,7,154,103,657,205
1172,2020,637,6,164,89,637,191
1172,2021,611,3,154,95,611,205
1172,2022,624,3,150,82,624,223
1177,2017,873,3,223,171,873,234
1177,2018,826,7,208,145,826,199
1177,2019,799,4,187,131,799,207
1177,2020,772,6,216,82,772,211
1177,2021,751,0,186,0,751,214
1177,2022,720,4,196,0,720,193
1208,2017,544,1,131,98,544,185
1208,2018,534,4,137,99,534,173
1208,2019,539,7,127,98,539,169
1208,2020,532,1,132,89,532,168
1208,2021,539,2,114,83,539,185
1208,2022,571,2,154,111,571,188
1213,2017,539,3,127,90,539,179
1213,2018,550,5,123,92,550,216
1213,2019,558,1,131,96,558,223
1213,2020,559,0,121,70,559,219
1213,2021,561,8,145,72,561,210
1213,2022,556,8,125,64,557,202
1225,2017,302,0,42,15,302,214
1225,2018,306,3,54,37,306,204
1225,2019,285,8,44,27,285,207
1225,2020,262,3,45,6,262,152
1225,2021,260,2,40,0,260,147
1225,2022,263,11,39,17,263,152
1251,2017,826,12,187,113,826,746
1251,2018,1035,13,181,126,1035,881
1251,2019,1001,18,156,77,1001,814
1251,2020,937,26,171,87,937,774
1251,2021,984,40,160,41,984,914
1251,2022,1011,35,141,70,1011,994
1270,2017,417,3,51,37,417,239
1270,2018,434,4,68,54,434,153
1270,2019,438,2,69,42,438,205
1270,2020,409,2,63,41,409,193
1270,2021,398,4,55,33,398,198
1270,2022,399,2,73,41,399,185
1299,2017,290,5,46,29,290,168
1299,2018,257,9,51,26,257,140
1299,2019,232,1,44,19,232,125
1299,2020,226,1,42,16,226,100
1299,2021,224,2,34,25,224,113
1299,2022,222,2,38,17,222,111
1307,2017,607,4,135,111,607,310
1307,2018,584,0,122,90,584,282
1307,2019,606,3,135,104,606,296
1307,2020,597,4,126,100,597,296
1307,2021,578,4,115,80,578,281
1307,2022,566,6,140,76,566,255
1315,2017,678,7,151,109,678,282
1315,2018,705,12,163,109,705,317
1315,2019,702,7,155,98,702,337
1315,2020,743,5,157,100,743,367
1315,2021,693,11,192,124,693,318
1315,2022,682,7,152,65,682,299
1327,2017,227,1,63,45,227,122
1327,2018,204,1,50,31,204,107
1327,2019,184,1,46,34,184,107
1327,2020,179,2,51,27,179,98
1327,2021,171,2,53,33,171,95
1327,2022,164,5,25,17,164,87
1335,2017,826,6,140,82,942,347
1335,2018,799,1,144,73,931,394
1335,2019,777,1,131,66,898,373
1335,2020,752,3,127,58,870,348
1335,2021,746,4,115,68,856,284
1335,2022,730,4,127,65,846,314
1343,2017,838,9,189,123,838,290
1343,2018,849,13,198,130,849,249
1343,2019,869,10,204,132,869,253
1343,2020,882,7,190,121,882,244
1343,2021,897,6,220,0,897,263
1343,2022,894,9,221,133,894,224
1364,2017,2279,19,531,409,2279,383
1364,2018,2318,15,579,453,2318,451
1364,2019,2344,17,566,440,2344,504
1364,2020,2356,17,552,456,2356,536
1364,2021,2370,10,564,461,2370,485
1364,2022,2436,15,582,429,2436,421
1367,2017,1795,18,450,389,1795,399
1367,2018,1724,9,429,384,1724,421
1367,2019,1727,20,424,368,1727,478
1367,2020,1713,14,424,89,1713,447
1367,2021,1721,9,408,313,1721,442
1367,2022,1735,10,420,310,1735,513
1387,2017,1482,9,347,303,1482,212
1387,2018,1563,11,358,304,1563,207
1387,2019,1646,9,377,319,1646,227
1387,2020,1736,10,384,283,1736,260
1387,2021,1813,7,415,345,1813,291
1387,2022,1798,13,428,359,1798,287
1406,2017,1603,3,361,325,1603,270
1406,2018,1591,6,395,341,1591,276
1406,2019,1648,6,394,334,1648,291
1406,2020,1656,10,393,330,1656,274
1406,2021,1716,4,375,285,1716,304
1406,2022,1787,9,420,328,1787,315
1414,2017,1161,11,183,130,1161,412
1414,2018,1131,13,192,123,1131,377
1414,2019,1119,5,167,118,1119,418
1414,2020,1101,9,202,111,1101,428
1414,2021,1078,7,177,108,1078,439
1414,2022,1096,5,184,110,1096,398
1420,2017,1345,24,306,230,1345,402
1420,2018,1314,11,329,226,1314,407
1420,2019,1279,15,313,201,1279,447
1420,2020,1292,10,316,202,1292,413
1420,2021,1242,4,303,187,1242,347
1420,2022,1244,14,312,188,1244,408
1423,2017,2141,0,488,480,2141,167
1423,2018,2197,0,536,522,2197,158
1423,2019,2219,0,514,502,2219,186
1423,2020,2243,0,554,533,2243,192
1423,2021,2318,1,539,526,2318,175
1423,2022,2335,1,542,522,2335,165
1424,2017,1280,1,320,300,1280,207
1424,2018,1276,6,312,289,1276,191
1424,2019,1319,3,303,273,1319,198
1424,2020,1337,4,291,263,1337,186
1424,2021,1367,2,332,306,1367,248
1424,2022,1403,3,333,303,1403,236
1426,2017,1076,13,263,218,1076,267
1426,2018,1120,17,279,238,1120,277
1426,2019,1154,12,252,216,1154,317
1426,2020,1189,14,234,191,1189,358
1426,2021,1248,11,291,223,1248,375
1426,2022,1266,18,306,245,1266,368
1443,2017,1310,0,285,266,1310,71
1443,2018,1368,0,355,341,1368,92
1443,2019,1363,0,356,344,1363,87
1443,2020,1324,0,307,273,1324,105
1443,2021,1334,1,333,294,1334,127
1443,2022,1351,1,348,312,1351,113
1453,2017,1220,5,312,279,1220,156
1453,2018,1224,4,285,262,1224,191
1453,2019,1296,4,304,276,1296,208
1453,2020,1333,3,287,258,1333,229
1453,2021,1379,5,320,268,1379,235
1453,2022,1431,7,353,308,1431,241
1475,2017,389,3,70,49,389,143
1475,2018,364,1,66,46,364,146
1475,2019,360,2,68,47,360,142
1475,2020,335,2,53,35,335,124
1475,2021,346,0,65,37,346,134
1475,2022,340,1,56,37,340,136
1480,2017,419,10,71,46,419,146
1480,2018,398,12,57,32,398,147
1480,2019,381,5,56,41,381,140
1480,2020,385,1,58,37,385,144
1480,2021,378,8,59,39,378,130
1480,2022,365,6,62,40,365,151
1486,2017,480,5,80,44,480,213
1486,2018,477,6,69,49,477,204
1486,2019,485,1,74,35,485,227
1486,2020,479,4,71,33,479,193
1486,2021,475,5,84,45,475,174
1486,2022,456,13,65,34,456,142
1489,2017,275,2,37,28,275,111
1489,2018,279,4,46,28,279,121
1489,2019,289,4,47,28,291,123
1489,2020,295,0,46,28,295,120
1489,2021,280,0,36,19,280,114
1489,2022,303,0,52,30,303,111
1495,2017,478,5,97,43,479,225
1495,2018,459,3,55,33,459,208
1495,2019,499,6,91,0,499,159
1495,2020,480,3,61,0,480,180
1495,2021,500,2,85,55,585,220
1495,2022,491,2,81,40,567,13
1501,2017,233,3,36,21,233,132
1501,2018,232,4,38,21,232,125
1501,2019,235,3,31,17,236,129
1501,2020,264,3,26,18,264,146
1501,2021,263,1,38,12,312,182
1501,2022,268,3,40,18,303,185
1529,2017,494,12,84,60,494,259
1529,2018,492,2,89,61,492,258
1529,2019,480,6,68,38,480,226
1529,2020,489,4,70,42,489,255
1529,2021,486,2,71,43,486,251
1529,2022,487,7,83,42,487,247
1550,2017,430,7,71,36,430,217
1550,2018,429,6,75,49,429,215
1550,2019,412,3,69,35,412,215
1550,2020,403,2,72,42,403,212
1550,2021,391,3,52,26,391,198
1550,2022,397,3,69,34,397,190
1560,2017,511,10,96,56,511,253
1560,2018,536,14,138,75,536,264
1560,2019,516,13,112,60,516,248
1560,2020,480,8,111,49,480,224
1560,2021,502,8,118,53,502,198
1560,2022,496,16,110,60,496,213
1566,2017,502,16,76,42,502,231
1566,2018,489,9,73,46,489,233
1566,2019,499,7,101,49,499,239
1566,2020,295,6,59,29,295,135
1566,2021,327,8,64,30,327,163
1566,2022,322,5,80,32,322,145
1605,2017,738,35,165,126,738,355
1605,2018,751,29,157,114,751,377
1605,2019,732,33,166,112,732,371
1605,2020,762,21,173,108,762,290
1605,2021,765,22,198,112,765,349
1605,2022,717,20,159,86,717,354
1612,2017,411,9,96,77,411,131
1612,2018,410,2,113,77,410,135
1612,2019,396,7,74,55,396,127
1612,2020,418,6,87,60,418,159
1612,2021,459,13,115,73,459,157
1612,2022,435,17,98,68,435,167
1619,2017,528,4,117,93,528,141
1619,2018,549,4,126,108,549,137
1619,2019,568,2,131,108,568,133
1619,2020,569,2,127,95,569,134
1619,2021,595,3,140,107,595,120
1619,2022,606,3,144,108,606,113
1623,2017,336,1,49,31,336,148
1623,2018,307,1,45,33,307,124
1623,2019,306,1,49,36,306,112
1623,2020,296,4,57,34,296,121
1623,2021,256,1,52,30,256,100
1623,2022,251,1,45,24,251,91
1627,2017,405,1,92,68,405,101
1627,2018,417,1,99,74,417,88
1627,2019,432,2,105,84,432,89
1627,2020,391,4,106,82,391,61
1627,2021,387,3,85,62,387,74
1627,2022,379,2,106,73,379,79
1629,2017,443,0,82,53,443,173
1629,2018,394,1,64,36,394,155
1629,2019,412,0,55,33,412,174
1629,2020,410,2,66,36,410,172
1629,2021,404,0,71,26,404,200
1629,2022,378,1,60,32,378,182
1632,2017,459,3,70,0,459,141
1632,2018,432,2,81,35,432,168
1632,2019,396,0,83,51,396,143
1632,2020,382,0,65,26,382,142
1632,2021,373,3,57,22,373,169
1632,2022,372,0,69,31,372,110
1654,2017,880,20,173,111,880,375
1654,2018,914,19,233,135,914,429
1654,2019,849,27,189,98,849,399
1654,2020,821,18,203,119,821,384
1654,2021,793,14,190,106,793,387
1654,2022,778,22,162,77,778,360
1668,2017,596,7,135,65,596,338
1668,2018,568,14,135,70,568,324
1668,2019,539,6,134,67,539,264
1668,2020,539,11,126,57,539,302
1668,2021,527,10,98,46,527,348
1668,2022,552,13,114,49,552,258
1677,2017,869,16,212,128,869,209
1677,2018,826,7,217,118,826,259
1677,2019,821,8,194,118,821,282
1677,2020,794,8,200,102,794,281
1677,2021,764,6,168,82,764,261
1677,2022,791,12,191,100,791,293
1682,2017,392,2,94,83,392,64
1682,2018,400,3,97,88,400,49
1682,2019,417,0,82,76,417,67
1682,2020,417,1,99,80,417,66
1682,2021,422,4,103,78,422,67
1682,2022,422,2,106,91,422,63
1694,2017,1556,29,338,259,1556,414
1694,2018,1540,34,378,263,1540,429
1694,2019,1526,14,347,250,1526,425
1694,2020,1573,34,367,247,1573,541
1694,2021,1531,27,347,222,1531,595
1694,2022,1534,39,331,198,1534,577
1701,2017,2643,14,647,545,2643,502
1701,2018,2629,13,621,507,2629,503
1701,2019,2735,14,638,522,2735,539
1701,2020,2809,17,647,445,2809,561
1701,2021,2827,11,631,496,2827,606
1701,2022,2946,16,705,488,2946,587
1707,2017,809,17,185,132,809,240
1707,2018,808,19,189,132,808,238
1707,2019,779,11,189,133,779,185
1707,2020,780,11,181,109,780,235
1707,2021,746,9,191,105,746,241
1707,2022,747,8,166,92,747,245
1732,2017,1252,40,292,231,1252,399
1732,2018,1231,22,267,196,1231,352
1732,2019,1294,26,292,189,1294,463
1732,2020,1290,18,273,195,1290,424
1732,2021,1315,20,301,190,1315,396
1732,2022,1351,19,320,188,1351,463
1745,2017,1714,24,393,324,1714,407
1745,2018,1707,20,386,323,1707,405
1745,2019,1774,27,403,325,1774,454
1745,2020,1815,14,432,310,1815,390
1745,2021,1825,7,442,319,1825,423
1745,2022,1874,12,416,308,1874,532
1746,2017,1427,52,312,115,1427,893
1746,2018,1472,55,325,170,1472,956
1746,2019,1507,42,325,139,1507,954
1746,2020,1520,37,373,5,1520,941
1746,2021,1494,20,320,123,1494,923
1746,2022,1539,42,353,152,1539,1006
1776,2017,1147,5,265,169,1147,242
1776,2018,1165,9,306,196,1165,282
1776,2019,1122,11,264,193,1122,263
1776,2020,1131,8,260,181,1131,266
1776,2021,1165,4,274,201,1165,272
1776,2022,1119,15,279,187,1119,253
1790,2017,656,12,150,98,656,308
